ID,ideology,leadership,name,party,description,introduced_bills_119,cosponsored_bills_119,unique_cosponsors_119,total_cosponsors_119
412510,0.7891803501120217,0.5275625929953534,LaMalfa,Republican,conservative Republican,19,198,152,227
412256,0.643682210287261,0.5604693888848448,Latta,Republican,rank-and-file Republican,16,93,100,129
400247,0.5549000113635506,0.4703913963048445,Lucas,Republican,centrist Republican,14,67,68,94
400249,0.19134471948849174,0.708017529148289,Lynch,Democrat,progressive Democratic leader,14,449,240,353
456843,0.7180421990333107,0.5844335537927474,Mace,Republican,rank-and-file Republican,90,189,157,306
456837,0.6746346207644215,0.8668951043281103,Malliotakis,Republican,moderate Republican leader,52,367,342,970
412503,0.539792309027194,0.6962620606229206,Massie,Republican,centrist Republican,24,86,221,492
400654,0.6242838719564614,1.0,McCaul,Republican,moderate Republican leader,9,143,324,413
456827,0.6415425906035084,0.748801425036932,McClain,Republican,moderate Republican leader,18,48,61,69
400271,0.24222944065664595,0.6973898004817309,Meeks,Democrat,moderate Democratic leader,41,218,196,637
456820,0.9096294161637568,0.5531840265123593,Miller [IL15],Republican,conservative Republican,32,295,132,445
412634,0.8179772618684189,0.5908008985903457,Moolenaar,Republican,conservative Republican,42,277,159,287
456851,0.6497495983878471,0.5963543620699321,Moore [UT1],Republican,rank-and-file Republican,40,226,190,354
412632,0.25895775226466666,0.6680985463778238,Moulton,Democrat,rank-and-file Democrat,18,569,115,168
456821,0.33798700109717833,0.13436227615000335,Mrvan,Democrat,moderate Democratic follower,2,251,14,14
412845,0.7113868788380115,0.8152278067025147,Murphy,Republican,moderate Republican leader,37,185,320,750
456848,0.7825520262964218,0.6899877672704847,Nehls,Republican,conservative Republican,31,285,209,412
456801,0.6297561561479477,0.3803023248994184,Obernolte,Republican,rank-and-file Republican,28,221,117,183
456852,0.7690614782973173,0.5142623500872365,Owens,Republican,conservative Republican,25,266,65,89
412659,0.2996915151020511,0.195802407845879,Plaskett,Democrat,moderate Democratic follower,17,135,36,47
412664,0.47111567720284914,0.013026771632090556,Radewagen,Republican,centrist Republican follower ,8,124,1,1
400340,0.5434357929855484,0.0324631036382906,Rogers [KY5],Republican,centrist Republican follower ,4,70,0,0
400341,0.6332267962431677,0.1253358399089491,Rogers [AL3],Republican,moderate Republican follower,12,121,37,42
412641,0.7865476613830795,0.5439094840975737,Rouzer,Republican,conservative Republican,30,224,211,369
412692,0.7663391563072965,0.7076759501813397,Rutherford,Republican,conservative Republican leader,8,301,248,412
412534,0.360645980701327,0.8126297132226982,Schneider,Democrat,centrist Democratic leader,26,362,207,342
400367,0.7843764544705321,0.2643813540452533,Sessions,Republican,conservative Republican,19,240,83,103
412799,0.32394537184470285,0.605300096537207,Sherrill,Democrat,rank-and-file Democrat,21,193,156,223
400376,0.5766609181192629,0.021515981482708474,Simpson,Republican,centrist Republican follower ,5,109,3,5
412217,0.7368642367245289,0.8119025935436464,Smith [NE3],Republican,moderate Republican leader,24,222,257,629
400380,0.6465793491837347,0.8994281080973862,Smith [NJ4],Republican,moderate Republican leader,52,199,210,448
456861,0.2049361478689521,0.40213966144127145,Stansbury,Democrat,rank-and-file Democrat,24,481,129,225
412836,0.6192513153489663,0.6130144953415795,Steil,Republican,rank-and-file Republican,32,111,170,273
456791,0.794092317649429,0.40173114026597545,Tiffany,Republican,conservative Republican,16,176,64,95
412515,0.6550095178546068,0.4065705811062979,Valadao,Republican,rank-and-file Republican,29,295,134,238
412796,0.7563844439446199,0.611740156712231,Van Drew,Republican,conservative Republican,56,405,162,235
456850,0.7477369810307961,0.7879295749309352,Van Duyne,Republican,moderate Republican leader,44,207,285,555
412579,0.3319526084684609,0.5142547163151305,Veasey,Democrat,rank-and-file Democrat,12,332,193,312
412410,0.7467944350980494,0.23989877002254634,Webster,Republican,moderate Republican follower,8,242,62,72
412610,0.6581950499617869,0.6393799721299602,Westerman,Republican,rank-and-file Republican,11,91,162,242
412412,0.17241425996275075,0.42221931363642706,Wilson [FL24],Democrat,progressive Democrat,22,379,129,192
400433,0.6975414391429522,0.805113617516764,Wilson [SC2],Republican,moderate Republican leader,27,285,304,480
412402,0.6212762752693527,0.6783413545360032,Womack,Republican,rank-and-file Republican,10,73,254,355
412529,0.2687420476620566,0.7997976829668176,Frankel,Democrat,moderate Democratic leader,12,274,217,558
456825,0.2900988444944267,0.25267291456566976,Auchincloss,Democrat,moderate Democratic follower,10,202,55,89
412687,0.12722175007887074,0.573085659871751,Barragán,Democrat,progressive Democrat,28,500,161,420
412516,0.24103128080114317,0.7347867681627389,Brownley,Democrat,moderate Democratic leader,54,550,205,942
412379,0.1261127657895432,0.8424977185114275,Chu,Democrat,progressive Democratic leader,36,584,231,1124
412600,0.2748248154654291,0.4739577441589918,Clark,Democrat,rank-and-file Democrat,3,30,12,24
412221,0.13281690501118665,0.7267269552326018,Clarke,Democrat,progressive Democratic leader,19,493,118,309
400639,0.20302387801997487,0.6308198729120726,Cleaver,Democrat,rank-and-file Democrat,19,428,105,166
412809,0.21959999550829207,0.43588305422784707,Dean,Democrat,rank-and-file Democrat,18,389,102,121
400101,0.2218123463429192,0.6628419244168536,DeGette,Democrat,rank-and-file Democrat,14,268,194,362
412824,0.25637727739743293,0.5790459139994609,Fletcher,Democrat,rank-and-file Democrat,12,308,213,457
412739,0.18870954979983848,0.6510135522197533,Gomez,Democrat,progressive Democrat,15,249,177,463
412559,0.2446395410858053,0.592479231855895,Horsford,Democrat,rank-and-file Democrat,31,353,175,384
412595,0.20996145391028187,0.6879938312546625,Kelly [IL2],Democrat,moderate Democratic leader,22,423,235,739
456835,0.24922877410748814,0.47387019471737,Leger Fernandez,Democrat,rank-and-file Democrat,35,242,115,216
412760,0.2733682673058759,0.5760991559415357,Levin,Democrat,rank-and-file Democrat,24,369,155,257
412769,0.2709863614728177,0.6817460641731163,McBath,Democrat,moderate Democratic leader,16,290,228,657
400661,0.17144747832249008,0.6002482687352271,Moore [WI4],Democrat,progressive Democrat,29,450,132,238
412761,0.3983671005410856,0.6999635644284494,Neguse,Democrat,centrist Democratic leader,77,562,206,538
412606,0.3584266702034613,0.6620663002679328,Norcross,Democrat,rank-and-file Democrat,17,297,220,614
400308,0.2553106733358488,0.5091563282022323,Pallone,Democrat,rank-and-file Democrat,21,203,138,289
412331,0.2229998279644582,0.7556761124851553,Quigley,Democrat,moderate Democratic leader,12,441,157,253
456831,0.2893113349811214,0.40384060001223393,Ross,Democrat,rank-and-file Democrat,28,509,99,157
412750,0.13769333079187032,0.5234284973090176,Scanlon,Democrat,progressive Democrat,19,400,217,374
412835,0.38014265525795743,0.35524362515679725,Schrier,Democrat,centrist Democrat,20,311,60,82
400379,0.1914124420812226,0.4640702449559074,Smith [WA9],Democrat,progressive Democrat,16,321,139,189
412786,0.2883200192578342,0.6426737859013631,Stevens,Democrat,rank-and-file Democrat,54,297,231,351
400355,0.20693994414782657,0.7878042676237945,Sánchez,Democrat,moderate Democratic leader,19,307,245,516
412781,0.24308888072066906,0.46707181753065663,Trahan,Democrat,rank-and-file Democrat,14,305,143,200
412813,0.7177900530500875,0.5136431108173029,Reschenthaler,Republican,rank-and-file Republican,6,56,65,81
412722,0.6235914046346884,0.6939364281055647,Smucker,Republican,rank-and-file Republican,31,120,243,450
400289,0.17880585020025416,0.7393748720559454,Nadler,Democrat,progressive Democratic leader,12,411,174,357
412832,0.8139982696585882,0.5384681980653945,Cline,Republican,conservative Republican,27,253,176,340
456817,0.7710398734424333,0.7895856785382968,Miller-Meeks,Republican,conservative Republican leader,46,245,238,411
456810,0.6405053689304443,0.8683447559826056,Salazar,Republican,moderate Republican leader,18,328,195,334
412685,0.4326116021980656,0.8591314347064035,Panetta,Democrat,centrist Democratic leader,49,566,278,654
412512,0.3393335590234381,0.5821482144983591,Bera,Democrat,rank-and-file Democrat,21,269,137,256
412615,0.24183726988177742,0.29665633692340443,Aguilar,Democrat,rank-and-file Democrat,17,81,40,44
412257,0.29020110999255694,0.42947289210460765,Foster,Democrat,rank-and-file Democrat,29,231,102,176
400196,0.6334020512533883,0.7056638359087167,Issa,Republican,moderate Republican leader,48,112,168,306
400371,0.3004389234146282,0.6640093968981161,Sherman,Democrat,rank-and-file Democrat,13,377,257,449
400653,0.19376641843730458,0.7684863036563848,Green [TX9],Democrat,progressive Democratic leader,45,290,183,562
400233,0.2481411895028906,0.6653789811735811,Larson,Democrat,rank-and-file Democrat,16,332,172,517
412519,0.2916423948403468,0.6152265841447099,Ruiz,Democrat,rank-and-file Democrat,34,240,141,176
456854,0.24847255358761103,0.4786020601518394,Strickland,Democrat,rank-and-file Democrat,28,336,146,259
412762,0.41935411141166745,0.7957476314406288,Crow,Democrat,centrist Democratic leader,32,237,196,340
412698,0.6907052039535779,0.5836030481214327,Mast,Republican,rank-and-file Republican,40,86,132,187
456865,0.2267537305185961,0.4068146310068563,Cherfilus-McCormick,Democrat,rank-and-file Democrat,20,395,54,78
412511,0.17689412732255777,0.6537458287907569,Huffman,Democrat,progressive Democrat,27,430,196,463
400403,0.32286148185476954,0.8245988248081088,Thompson [CA4],Democrat,moderate Democratic leader,24,366,282,847
400075,0.3180497459692304,0.4796380696282033,Clyburn,Democrat,rank-and-file Democrat,3,61,139,144
412382,0.24946592877341636,0.6764827024056616,Garamendi,Democrat,rank-and-file Democrat,12,406,188,274
400314,0.3332104735898956,0.43141189275828706,Pelosi,Democrat,rank-and-file Democrat,0,96,0,0
400364,0.25418233583167005,0.8294994091384962,Scott [VA3],Democrat,moderate Democratic leader,17,189,226,1004
400402,0.22075100630215128,0.5331007942477219,Thompson [MS2],Democrat,rank-and-file Democrat,15,396,190,281
456855,0.6941362789729407,0.5430074577770694,Fitzgerald,Republican,rank-and-file Republican,27,169,145,225
456805,0.8110802753789594,0.5632538457601133,Boebert,Republican,conservative Republican,18,233,88,147
456800,0.8758294332991221,0.41977528989601914,Moore [AL1],Republican,conservative Republican,31,434,120,198
412817,0.7042414296426653,0.39636076940054693,Burchett,Republican,rank-and-file Republican,54,191,74,108
412746,0.7423507769057828,0.7409138591198176,Cloud,Republican,moderate Republican leader,22,164,167,411
412826,0.7193111913016146,0.8890158146556418,Roy,Republican,moderate Republican leader,65,134,296,948
412399,0.5672998318868161,0.3419367718472692,Schweikert,Republican,centrist Republican,26,87,59,64
412775,0.17697288188597626,0.5835550241015285,Casten,Democrat,progressive Democrat,45,331,218,635
456814,0.6450691385948494,0.4177191644714391,Greene,Republican,rank-and-file Republican,15,90,72,133
412596,0.5774009360500587,0.624308128673129,Smith [MO8],Republican,rank-and-file Republican,7,43,50,98
412776,0.2397918800587885,0.7005892687038449,Underwood,Democrat,moderate Democratic leader,32,228,232,684
456802,0.5903713609908038,0.7424436249835742,Kim,Republican,moderate Republican leader,48,329,219,431
400232,0.2832973992427649,0.3851032644327062,Larsen,Democrat,rank-and-file Democrat,10,208,53,68
412753,0.35997183837519214,0.44445234741574036,Stanton,Democrat,rank-and-file Democrat,26,324,39,59
456822,0.556932948639264,0.3422657775573277,Spartz,Republican,centrist Republican,13,32,20,20
412818,0.7561042131136921,0.5066029208657008,Rose,Republican,rank-and-file Republican,13,225,132,178
400291,0.3145055683157948,0.48080761885029116,Neal,Democrat,rank-and-file Democrat,3,122,14,14
412476,0.6995038272064179,0.05655956503866692,Fleischmann,Republican,moderate Republican follower,8,216,5,5
412754,0.4571023498622507,0.36350412062110515,Harder,Democrat,centrist Democrat,40,401,85,136
412485,0.5987248443340407,0.5335347369984919,Griffith,Republican,rank-and-file Republican,35,96,148,218
456871,0.4118310826681108,0.3743415580441441,Ryan,Democrat,centrist Democrat,21,202,115,160
456948,0.258653783677946,0.48689040942829653,Balint,Democrat,rank-and-file Democrat,18,382,169,422
456901,0.36324048214753024,0.325414755322081,Budzinski,Democrat,centrist Democrat,19,450,93,130
456945,0.20017605325644688,0.2762891061957027,Casar,Democrat,moderate Democratic follower,7,267,73,122
456944,0.23278905740587433,0.4210900771637198,Crockett,Democrat,rank-and-file Democrat,19,317,115,202
456936,0.3239621929810561,0.4087551927269615,Deluzio,Democrat,rank-and-file Democrat,30,497,161,294
456913,0.25503307064890274,0.23567952482704085,Foushee,Democrat,moderate Democratic follower,28,420,68,105
456885,0.2168002704434302,0.5324559480618227,Garcia [CA42],Democrat,rank-and-file Democrat,20,375,164,320
456923,0.20807031986648714,0.6536507496657796,Goldman [NY10],Democrat,rank-and-file Democrat,39,648,315,801
456884,0.2152186090710219,0.5043612745426682,Kamlager-Dove,Democrat,rank-and-file Democrat,30,364,144,385
456957,0.3110504692501929,0.2956498168249453,Kennedy [NY26],Democrat,rank-and-file Democrat,27,465,143,258
456935,0.17586777206231788,0.3713914288258071,Lee [PA12],Democrat,progressive Democrat,20,475,99,252
456937,0.28739307807902154,0.4835644346267506,Magaziner,Democrat,rank-and-file Democrat,24,516,205,407
456953,0.23198984294535044,0.410667867313456,McClellan,Democrat,rank-and-file Democrat,26,426,136,307
456886,0.395732641282861,0.43737979902759333,Pettersen,Democrat,centrist Democrat,32,395,234,334
456900,0.12630910646153198,0.46649780442194627,Ramirez,Democrat,progressive Democrat,27,485,168,561
456934,0.2611426371789233,0.44587481095137876,Salinas,Democrat,rank-and-file Democrat,33,583,180,445
456902,0.44119016705612507,0.2163552144936005,Sorensen,Democrat,centrist Democratic follower,11,342,84,104
456897,0.2636141017726797,0.4090185387670964,Tokuda,Democrat,rank-and-file Democrat,41,618,157,319
456917,0.6034810478506079,0.3625940218704186,Kean,Republican,rank-and-file Republican,25,267,86,110
456924,0.7279635317738735,0.9017342058730807,Lawler,Republican,moderate Republican leader,105,927,369,1104
456893,0.41535275327715104,0.26176732869472596,Moskowitz,Democrat,centrist Democratic follower,21,293,77,104
456890,0.17742725129256312,0.46530587912140237,Frost,Democrat,progressive Democrat,26,423,159,215
456899,0.24464017518278788,0.2563139824055752,Jackson [IL1],Democrat,moderate Democratic follower,7,488,75,94
456904,0.2776208080680468,0.397937306676225,McGarvey,Democrat,rank-and-file Democrat,19,314,94,133
456905,0.2702848557182673,0.47547192961485024,Ivey,Democrat,rank-and-file Democrat,2,235,183,298
456930,0.31190965544583654,0.4551824046776781,Sykes,Democrat,rank-and-file Democrat,37,263,170,299
456910,0.643855570753084,0.45977112063429365,Burlison,Republican,rank-and-file Republican,24,119,136,250
456880,0.6293744832370767,0.44018328322878253,Ciscomani,Republican,rank-and-file Republican,31,299,132,215
456943,0.6678593722443995,0.5413288679842786,De La Cruz,Republican,rank-and-file Republican,33,150,130,280
456914,0.698353178636232,0.44980397051128357,Edwards,Republican,rank-and-file Republican,14,226,97,124
456938,0.7000076275056423,0.3135987032976067,Fry,Republican,rank-and-file Republican,18,175,65,92
456951,0.7161067769241473,0.388565917303346,Hageman,Republican,rank-and-file Republican,52,215,86,147
456903,0.6830808523538537,0.2866063934991121,Houchin,Republican,rank-and-file Republican,44,184,98,119
456946,0.6555544342634982,0.21892151102884838,Hunt,Republican,moderate Republican follower,17,178,62,74
456927,0.7228896206311014,0.6699364664935921,Langworthy,Republican,rank-and-file Republican,43,275,255,543
456891,0.7121735520639477,0.3001061261488896,Luna,Republican,rank-and-file Republican,33,291,35,45
456942,0.5682441634211629,0.41002190444476067,Luttrell,Republican,centrist Republican,21,102,125,203
456894,0.6999155125181998,0.511390202724818,McCormick,Republican,rank-and-file Republican,18,269,116,154
456940,0.6804106418348751,0.2540887551429395,Moran,Republican,moderate Republican follower,21,220,34,43
456896,0.5610099944611601,0.34200839881031514,Moylan,Republican,centrist Republican,27,253,66,121
456939,0.75837848233989,0.48775336664545627,Ogles,Republican,conservative Republican,44,264,105,210
456941,0.760786418780344,0.35195414800363267,Self,Republican,conservative Republican,51,286,71,95
456950,0.6913688135847926,0.4213720407245307,Van Orden,Republican,rank-and-file Republican,26,320,118,139
456873,0.7115320880624579,0.33945288838061,Yakym,Republican,rank-and-file Republican,29,253,101,154
456911,0.6682713101374983,0.3131821808471657,Ezell,Republican,rank-and-file Republican,25,196,105,191
412640,0.6434999292197789,0.35350608787601423,Zinke,Republican,rank-and-file Republican,14,141,75,97
456898,0.6241085441353026,0.5615484429800803,Nunn,Republican,rank-and-file Republican,56,385,204,454
456909,0.6454246115499559,0.49026311441139103,Alford,Republican,rank-and-file Republican,24,163,134,207
456920,0.6146958335003813,0.4441141010018795,LaLota,Republican,rank-and-file Republican,25,275,132,290
