member_id,member_name,state,party,chamber,district,vote_id,vote_name,congress,vote_position,is_pro_labor,is_not_voting
D000631,Dean,PA,D,house,04,pro_act_117,PRO Act,117,yes,True,False
D000191,DeFazio,OR,D,house,04,pro_act_117,PRO Act,117,yes,True,False
D000197,DeGette,CO,D,house,01,pro_act_117,PRO Act,117,yes,True,False
D000216,DeLauro,CT,D,house,03,pro_act_117,PRO Act,117,yes,True,False
D000617,DelBene,WA,D,house,01,pro_act_117,PRO Act,117,yes,True,False
D000630,Delgado,NY,D,house,19,pro_act_117,PRO Act,117,yes,True,False
D000627,Demings,FL,D,house,10,pro_act_117,PRO Act,117,yes,True,False
D000623,DeSaulnier,CA,D,house,10,pro_act_117,PRO Act,117,yes,True,False
D000616,DesJarlais,TN,R,house,04,pro_act_117,PRO Act,117,no,False,False
D000610,Deutch,FL,D,house,22,pro_act_117,PRO Act,117,yes,True,False
D000600,Diaz-Balart,FL,R,house,26,pro_act_117,PRO Act,117,no,False,False
D000624,Dingell,MI,D,house,06,pro_act_117,PRO Act,117,yes,True,False
D000399,Doggett,TX,D,house,37,pro_act_117,PRO Act,117,yes,True,False
D000032,Donalds,FL,R,house,19,pro_act_117,PRO Act,117,no,False,False
D000482,"Doyle, Michael F.",PA,D,house,18,pro_act_117,PRO Act,117,yes,True,False
D000615,Duncan,SC,R,house,03,pro_act_117,PRO Act,117,no,False,False
D000628,Dunn,FL,R,house,02,pro_act_117,PRO Act,117,no,False,False
E000294,Emmer,MN,R,house,06,pro_act_117,PRO Act,117,no,False,False
E000299,Escobar,TX,D,house,16,pro_act_117,PRO Act,117,yes,True,False
E000215,Eshoo,CA,D,house,16,pro_act_117,PRO Act,117,yes,True,False
E000297,Espaillat,NY,D,house,13,pro_act_117,PRO Act,117,yes,True,False
E000298,Estes,KS,R,house,04,pro_act_117,PRO Act,117,no,False,False
E000296,Evans,PA,D,house,03,pro_act_117,PRO Act,117,yes,True,False
F000246,Fallon,TX,R,house,04,pro_act_117,PRO Act,117,no,False,False
F000446,Feenstra,IA,R,house,04,pro_act_117,PRO Act,117,no,False,False
F000465,Ferguson,GA,R,house,03,pro_act_117,PRO Act,117,no,False,False
F000470,Fischbach,MN,R,house,07,pro_act_117,PRO Act,117,no,False,False
F000471,Fitzgerald,WI,R,house,05,pro_act_117,PRO Act,117,no,False,False
F000466,Fitzpatrick,PA,R,house,01,pro_act_117,PRO Act,117,yes,True,False
F000459,Fleischmann,TN,R,house,03,pro_act_117,PRO Act,117,no,False,False
F000468,Fletcher,TX,D,house,07,pro_act_117,PRO Act,117,yes,True,False
F000449,Fortenberry,NE,R,house,01,pro_act_117,PRO Act,117,no,False,False
F000454,Foster,IL,D,house,11,pro_act_117,PRO Act,117,yes,True,False
F000450,Foxx,NC,R,house,05,pro_act_117,PRO Act,117,no,False,False
F000462,"Frankel, Lois",FL,D,house,22,pro_act_117,PRO Act,117,yes,True,False
F000472,"Franklin, C. Scott",FL,R,house,18,pro_act_117,PRO Act,117,no,False,False
F000455,Fudge,OH,D,house,11,pro_act_117,PRO Act,117,yes,True,False
F000469,Fulcher,ID,R,house,01,pro_act_117,PRO Act,117,no,False,False
G000578,Gaetz,FL,R,house,01,pro_act_117,PRO Act,117,no,False,False
G000579,Gallagher,WI,R,house,08,pro_act_117,PRO Act,117,no,False,False
G000574,Gallego,AZ,D,house,07,pro_act_117,PRO Act,117,yes,True,False
G000559,Garamendi,CA,D,house,08,pro_act_117,PRO Act,117,yes,True,False
G000597,Garbarino,NY,R,house,02,pro_act_117,PRO Act,117,no,False,False
G000061,Garcia (CA),CA,R,house,27,pro_act_117,PRO Act,117,no,False,False
G000586,GarcÃ­a (IL),IL,D,house,04,pro_act_117,PRO Act,117,yes,True,False
G000587,Garcia (TX),TX,D,house,29,pro_act_117,PRO Act,117,yes,True,False
G000563,Gibbs,OH,R,house,07,pro_act_117,PRO Act,117,no,False,False
G000593,Gimenez,FL,R,house,28,pro_act_117,PRO Act,117,no,False,False
G000552,Gohmert,TX,R,house,01,pro_act_117,PRO Act,117,no,False,False
G000592,Golden,ME,D,house,02,pro_act_117,PRO Act,117,yes,True,False
G000585,Gomez,CA,D,house,34,pro_act_117,PRO Act,117,yes,True,False
G000594,"Gonzales, Tony",TX,R,house,23,pro_act_117,PRO Act,117,no,False,False
G000588,Gonzalez (OH),OH,R,house,16,pro_act_117,PRO Act,117,no,False,False
G000581,"Gonzalez, Vicente",TX,D,house,34,pro_act_117,PRO Act,117,yes,True,False
G000595,Good (VA),VA,R,house,05,pro_act_117,PRO Act,117,no,False,False
G000589,Gooden (TX),TX,R,house,05,pro_act_117,PRO Act,117,no,False,False
G000565,Gosar,AZ,R,house,09,pro_act_117,PRO Act,117,no,False,False
G000583,Gottheimer,NJ,D,house,05,pro_act_117,PRO Act,117,yes,True,False
G000377,Granger,TX,R,house,12,pro_act_117,PRO Act,117,no,False,False
G000577,Graves (LA),LA,R,house,06,pro_act_117,PRO Act,117,no,False,False
G000546,Graves (MO),MO,R,house,06,pro_act_117,PRO Act,117,no,False,False
G000590,Green (TN),TN,R,house,07,pro_act_117,PRO Act,117,no,False,False
G000553,"Green, Al (TX)",TX,D,house,09,pro_act_117,PRO Act,117,yes,True,False
G000596,Greene (GA),GA,R,house,14,pro_act_117,PRO Act,117,no,False,False
G000568,Griffith,VA,R,house,09,pro_act_117,PRO Act,117,no,False,False
G000551,Grijalva,AZ,D,house,07,pro_act_117,PRO Act,117,yes,True,False
G000576,Grothman,WI,R,house,06,pro_act_117,PRO Act,117,no,False,False
G000591,Guest,MS,R,house,03,pro_act_117,PRO Act,117,no,False,False
G000558,Guthrie,KY,R,house,02,pro_act_117,PRO Act,117,no,False,False
H001080,Haaland,NM,D,house,01,pro_act_117,PRO Act,117,yes,True,False
H001088,Hagedorn,MN,R,house,01,pro_act_117,PRO Act,117,no,False,False
H001090,Harder (CA),CA,D,house,09,pro_act_117,PRO Act,117,yes,True,False
H001052,Harris,MD,R,house,01,pro_act_117,PRO Act,117,no,False,False
H001086,Harshbarger,TN,R,house,01,pro_act_117,PRO Act,117,no,False,False
H001053,Hartzler,MO,R,house,04,pro_act_117,PRO Act,117,no,False,False
H000324,Hastings,FL,D,house,20,pro_act_117,PRO Act,117,yes,True,False
H001081,Hayes,CT,D,house,05,pro_act_117,PRO Act,117,yes,True,False
H001082,Hern,OK,R,house,01,pro_act_117,PRO Act,117,no,False,False
H001084,Herrell,NM,R,house,02,pro_act_117,PRO Act,117,no,False,False
H001056,Herrera Beutler,WA,R,house,03,pro_act_117,PRO Act,117,no,False,False
H001071,Hice (GA),GA,R,house,10,pro_act_117,PRO Act,117,no,False,False
H001077,Higgins (LA),LA,R,house,03,pro_act_117,PRO Act,117,no,False,False
H001038,Higgins (NY),NY,D,house,26,pro_act_117,PRO Act,117,yes,True,False
H001072,Hill,AR,R,house,02,pro_act_117,PRO Act,117,no,False,False
H001047,Himes,CT,D,house,04,pro_act_117,PRO Act,117,yes,True,False
H001091,Hinson,IA,R,house,02,pro_act_117,PRO Act,117,no,False,False
H001074,Hollingsworth,IN,R,house,09,pro_act_117,PRO Act,117,no,False,False
H001066,Horsford,NV,D,house,04,pro_act_117,PRO Act,117,yes,True,False
H001085,Houlahan,PA,D,house,06,pro_act_117,PRO Act,117,yes,True,False
H000874,Hoyer,MD,D,house,05,pro_act_117,PRO Act,117,yes,True,False
H001067,Hudson,NC,R,house,09,pro_act_117,PRO Act,117,no,False,False
H001068,Huffman,CA,D,house,02,pro_act_117,PRO Act,117,yes,True,False
H001058,Huizenga,MI,R,house,04,pro_act_117,PRO Act,117,no,False,False
I000056,Issa,CA,R,house,48,pro_act_117,PRO Act,117,no,False,False
J000304,Jackson,TX,R,house,13,pro_act_117,PRO Act,117,no,False,False
J000032,Jackson Lee,TX,D,house,18,pro_act_117,PRO Act,117,yes,True,False
J000305,Jacobs (CA),CA,D,house,51,pro_act_117,PRO Act,117,yes,True,False
J000020,Jacobs (NY),NY,R,house,27,pro_act_117,PRO Act,117,no,False,False
J000298,Jayapal,WA,D,house,07,pro_act_117,PRO Act,117,yes,True,False
J000294,Jeffries,NY,D,house,08,pro_act_117,PRO Act,117,yes,True,False
J000288,Johnson (GA),GA,D,house,04,pro_act_117,PRO Act,117,yes,True,False
J000299,Johnson (LA),LA,R,house,04,pro_act_117,PRO Act,117,no,False,False
J000292,Johnson (OH),OH,R,house,06,pro_act_117,PRO Act,117,no,False,False
J000301,Johnson (SD),SD,R,house,00,pro_act_117,PRO Act,117,no,False,False
J000126,Johnson (TX),TX,D,house,30,pro_act_117,PRO Act,117,yes,True,False
J000306,Jones,NY,D,house,17,pro_act_117,PRO Act,117,yes,True,False
J000289,Jordan,OH,R,house,04,pro_act_117,PRO Act,117,no,False,False
J000295,Joyce (OH),OH,R,house,14,pro_act_117,PRO Act,117,no,False,False
J000302,Joyce (PA),PA,R,house,13,pro_act_117,PRO Act,117,no,False,False
K000396,Kahele,HI,D,house,02,pro_act_117,PRO Act,117,yes,True,False
K000009,Kaptur,OH,D,house,09,pro_act_117,PRO Act,117,yes,True,False
K000386,Katko,NY,R,house,24,pro_act_117,PRO Act,117,yes,True,False
K000375,Keating,MA,D,house,09,pro_act_117,PRO Act,117,yes,True,False
K000395,Keller,PA,R,house,12,pro_act_117,PRO Act,117,no,False,False
K000385,Kelly (IL),IL,D,house,02,pro_act_117,PRO Act,117,yes,True,False
K000388,Kelly (MS),MS,R,house,01,pro_act_117,PRO Act,117,no,False,False
K000376,Kelly (PA),PA,R,house,16,pro_act_117,PRO Act,117,no,False,False
K000389,Khanna,CA,D,house,17,pro_act_117,PRO Act,117,yes,True,False
K000380,Kildee,MI,D,house,08,pro_act_117,PRO Act,117,yes,True,False
K000381,Kilmer,WA,D,house,06,pro_act_117,PRO Act,117,yes,True,False
K000397,Kim (CA),CA,R,house,40,pro_act_117,PRO Act,117,no,False,False
K000394,Kim (NJ),NJ,D,house,03,pro_act_117,PRO Act,117,yes,True,False
K000188,Kind,WI,D,house,03,pro_act_117,PRO Act,117,yes,True,False
K000378,Kinzinger,IL,R,house,16,pro_act_117,PRO Act,117,no,False,False
K000368,Kirkpatrick,AZ,D,house,02,pro_act_117,PRO Act,117,yes,True,False
K000391,Krishnamoorthi,IL,D,house,08,pro_act_117,PRO Act,117,yes,True,False
K000382,Kuster,NH,D,house,02,pro_act_117,PRO Act,117,yes,True,False
K000392,Kustoff,TN,R,house,08,pro_act_117,PRO Act,117,no,False,False
L000585,LaHood,IL,R,house,16,pro_act_117,PRO Act,117,no,False,False
L000578,LaMalfa,CA,R,house,01,pro_act_117,PRO Act,117,no,False,False
L000588,Lamb,PA,D,house,17,pro_act_117,PRO Act,117,yes,True,False
L000564,Lamborn,CO,R,house,05,pro_act_117,PRO Act,117,no,False,False
L000559,Langevin,RI,D,house,02,pro_act_117,PRO Act,117,yes,True,False
L000560,Larsen (WA),WA,D,house,02,pro_act_117,PRO Act,117,yes,True,False
L000557,Larson (CT),CT,D,house,01,pro_act_117,PRO Act,117,yes,True,False
L000566,Latta,OH,R,house,05,pro_act_117,PRO Act,117,no,False,False
L000266,LaTurner,KS,R,house,02,pro_act_117,PRO Act,117,no,False,False
L000581,Lawrence,MI,D,house,14,pro_act_117,PRO Act,117,yes,True,False
L000586,Lawson (FL),FL,D,house,05,pro_act_117,PRO Act,117,yes,True,False
L000551,Lee (CA),CA,D,house,12,pro_act_117,PRO Act,117,yes,True,False
L000590,Lee (NV),NV,D,house,03,pro_act_117,PRO Act,117,yes,True,False
L000273,Leger Fernandez,NM,D,house,03,pro_act_117,PRO Act,117,yes,True,False
L000589,Lesko,AZ,R,house,08,pro_act_117,PRO Act,117,no,False,False
L000593,Levin (CA),CA,D,house,49,pro_act_117,PRO Act,117,yes,True,False
L000592,Levin (MI),MI,D,house,09,pro_act_117,PRO Act,117,yes,True,False
L000582,Lieu,CA,D,house,36,pro_act_117,PRO Act,117,yes,True,False
L000397,Lofgren,CA,D,house,18,pro_act_117,PRO Act,117,yes,True,False
L000576,Long,MO,R,house,07,pro_act_117,PRO Act,117,no,False,False
L000583,Loudermilk,GA,R,house,11,pro_act_117,PRO Act,117,no,False,False
L000579,Lowenthal,CA,D,house,47,pro_act_117,PRO Act,117,yes,True,False
L000491,Lucas,OK,R,house,03,pro_act_117,PRO Act,117,no,False,False
L000569,Luetkemeyer,MO,R,house,03,pro_act_117,PRO Act,117,no,False,False
L000591,Luria,VA,D,house,02,pro_act_117,PRO Act,117,yes,True,False
L000562,Lynch,MA,D,house,08,pro_act_117,PRO Act,117,yes,True,False
M000194,Mace,SC,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001203,Malinowski,NJ,D,house,07,pro_act_117,PRO Act,117,yes,True,False
M000317,Malliotakis,NY,R,house,11,pro_act_117,PRO Act,117,no,False,False
M000087,"Maloney, Carolyn B.",NY,D,house,12,pro_act_117,PRO Act,117,yes,True,False
M001185,"Maloney, Sean",NY,D,house,18,pro_act_117,PRO Act,117,yes,True,False
M000871,Mann,KS,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001135,Manning,NC,D,house,06,pro_act_117,PRO Act,117,yes,True,False
M001184,Massie,KY,R,house,04,pro_act_117,PRO Act,117,no,False,False
M001199,Mast,FL,R,house,21,pro_act_117,PRO Act,117,no,False,False
M001163,Matsui,CA,D,house,07,pro_act_117,PRO Act,117,yes,True,False
M001208,McBath,GA,D,house,06,pro_act_117,PRO Act,117,yes,True,False
M001165,McCarthy,CA,R,house,20,pro_act_117,PRO Act,117,no,False,False
M001157,McCaul,TX,R,house,10,pro_act_117,PRO Act,117,no,False,False
M001136,McClain,MI,R,house,09,pro_act_117,PRO Act,117,no,False,False
M001177,McClintock,CA,R,house,05,pro_act_117,PRO Act,117,no,False,False
M001143,McCollum,MN,D,house,04,pro_act_117,PRO Act,117,yes,True,False
M001200,McEachin,VA,D,house,04,pro_act_117,PRO Act,117,yes,True,False
M000312,McGovern,MA,D,house,02,pro_act_117,PRO Act,117,yes,True,False
M001156,McHenry,NC,R,house,10,pro_act_117,PRO Act,117,no,False,False
M001180,McKinley,WV,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001166,McNerney,CA,D,house,09,pro_act_117,PRO Act,117,yes,True,False
M001137,Meeks,NY,D,house,05,pro_act_117,PRO Act,117,yes,True,False
M001186,Meijer,MI,R,house,03,pro_act_117,PRO Act,117,no,False,False
M001188,Meng,NY,D,house,06,pro_act_117,PRO Act,117,yes,True,False
M001204,Meuser,PA,R,house,09,pro_act_117,PRO Act,117,no,False,False
M000687,Mfume,MD,D,house,07,pro_act_117,PRO Act,117,yes,True,False
M001211,Miller (IL),IL,R,house,15,pro_act_117,PRO Act,117,no,False,False
M001205,Miller (WV),WV,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001215,Miller-Meeks,IA,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001194,Moolenaar,MI,R,house,02,pro_act_117,PRO Act,117,no,False,False
M001195,Mooney,WV,R,house,02,pro_act_117,PRO Act,117,no,False,False
M001212,Moore (AL),AL,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001213,Moore (UT),UT,R,house,01,pro_act_117,PRO Act,117,no,False,False
M001160,Moore (WI),WI,D,house,04,pro_act_117,PRO Act,117,yes,True,False
M001206,Morelle,NY,D,house,25,pro_act_117,PRO Act,117,yes,True,False
M001196,Moulton,MA,D,house,06,pro_act_117,PRO Act,117,yes,True,False
M001214,Mrvan,IN,D,house,01,pro_act_117,PRO Act,117,yes,True,False
M001190,Mullin,OK,R,house,02,pro_act_117,PRO Act,117,no,False,False
M001202,Murphy (FL),FL,D,house,07,pro_act_117,PRO Act,117,yes,True,False
M001210,Murphy (NC),NC,R,house,03,pro_act_117,PRO Act,117,no,False,False
N000002,Nadler,NY,D,house,12,pro_act_117,PRO Act,117,yes,True,False
N000179,Napolitano,CA,D,house,31,pro_act_117,PRO Act,117,yes,True,False
N000015,Neal,MA,D,house,01,pro_act_117,PRO Act,117,yes,True,False
N000191,Neguse,CO,D,house,02,pro_act_117,PRO Act,117,yes,True,False
N000026,Nehls,TX,R,house,22,pro_act_117,PRO Act,117,no,False,False
N000189,Newhouse,WA,R,house,04,pro_act_117,PRO Act,117,no,False,False
N000192,Newman,IL,D,house,03,pro_act_117,PRO Act,117,yes,True,False
N000188,Norcross,NJ,D,house,01,pro_act_117,PRO Act,117,yes,True,False
N000190,Norman,SC,R,house,05,pro_act_117,PRO Act,117,no,False,False
N000181,Nunes,CA,R,house,22,pro_act_117,PRO Act,117,no,False,False
O000171,O'Halleran,AZ,D,house,01,pro_act_117,PRO Act,117,yes,True,False
O000019,Obernolte,CA,R,house,23,pro_act_117,PRO Act,117,no,False,False
O000172,Ocasio-Cortez,NY,D,house,14,pro_act_117,PRO Act,117,yes,True,False
O000173,Omar,MN,D,house,05,pro_act_117,PRO Act,117,yes,True,False
O000086,Owens,UT,R,house,04,pro_act_117,PRO Act,117,no,False,False
P000601,Palazzo,MS,R,house,04,pro_act_117,PRO Act,117,no,False,False
P000034,Pallone,NJ,D,house,06,pro_act_117,PRO Act,117,yes,True,False
P000609,Palmer,AL,R,house,06,pro_act_117,PRO Act,117,no,False,False
P000613,Panetta,CA,D,house,19,pro_act_117,PRO Act,117,yes,True,False
P000614,Pappas,NH,D,house,01,pro_act_117,PRO Act,117,yes,True,False
P000096,Pascrell,NJ,D,house,09,pro_act_117,PRO Act,117,yes,True,False
P000604,Payne,NJ,D,house,10,pro_act_117,PRO Act,117,yes,True,False
P000197,Pelosi,CA,D,house,11,pro_act_117,PRO Act,117,yes,True,False
P000615,Pence,IN,R,house,06,pro_act_117,PRO Act,117,no,False,False
P000593,Perlmutter,CO,D,house,07,pro_act_117,PRO Act,117,yes,True,False
P000605,Perry,PA,R,house,10,pro_act_117,PRO Act,117,no,False,False
P000608,Peters,CA,D,house,50,pro_act_117,PRO Act,117,yes,True,False
P000048,Pfluger,TX,R,house,11,pro_act_117,PRO Act,117,no,False,False
P000616,Phillips,MN,D,house,03,pro_act_117,PRO Act,117,yes,True,False
P000597,Pingree,ME,D,house,01,pro_act_117,PRO Act,117,yes,True,False
P000607,Pocan,WI,D,house,02,pro_act_117,PRO Act,117,yes,True,False
P000618,Porter,CA,D,house,47,pro_act_117,PRO Act,117,yes,True,False
P000599,Posey,FL,R,house,08,pro_act_117,PRO Act,117,no,False,False
P000617,Pressley,MA,D,house,07,pro_act_117,PRO Act,117,yes,True,False
P000523,Price (NC),NC,D,house,04,pro_act_117,PRO Act,117,yes,True,False
Q000023,Quigley,IL,D,house,05,pro_act_117,PRO Act,117,yes,True,False
R000606,Raskin,MD,D,house,08,pro_act_117,PRO Act,117,yes,True,False
R000585,Reed,NY,R,house,23,pro_act_117,PRO Act,117,no,False,False
R000610,Reschenthaler,PA,R,house,14,pro_act_117,PRO Act,117,no,False,False
R000602,Rice (NY),NY,D,house,04,pro_act_117,PRO Act,117,yes,True,False
R000597,Rice (SC),SC,R,house,07,pro_act_117,PRO Act,117,no,False,False
M001159,Rodgers (WA),WA,R,house,05,pro_act_117,PRO Act,117,no,False,False
R000575,Rogers (AL),AL,R,house,03,pro_act_117,PRO Act,117,no,False,False
R000395,Rogers (KY),KY,R,house,05,pro_act_117,PRO Act,117,no,False,False
R000612,Rose,TN,R,house,06,pro_act_117,PRO Act,117,no,False,False
R000103,Rosendale,MT,R,house,02,pro_act_117,PRO Act,117,no,False,False
R000305,Ross,NC,D,house,02,pro_act_117,PRO Act,117,yes,True,False
R000603,Rouzer,NC,R,house,07,pro_act_117,PRO Act,117,no,False,False
R000614,Roy,TX,R,house,21,pro_act_117,PRO Act,117,no,False,False
R000486,Roybal-Allard,CA,D,house,40,pro_act_117,PRO Act,117,yes,True,False
R000599,Ruiz,CA,D,house,25,pro_act_117,PRO Act,117,yes,True,False
R000576,Ruppersberger,MD,D,house,02,pro_act_117,PRO Act,117,yes,True,False
R000515,Rush,IL,D,house,01,pro_act_117,PRO Act,117,yes,True,False
R000609,Rutherford,FL,R,house,05,pro_act_117,PRO Act,117,no,False,False
R000577,Ryan,OH,D,house,13,pro_act_117,PRO Act,117,yes,True,False
S000168,Salazar,FL,R,house,27,pro_act_117,PRO Act,117,no,False,False
S001156,SÃ¡nchez,CA,D,house,38,pro_act_117,PRO Act,117,yes,True,False
S001168,Sarbanes,MD,D,house,03,pro_act_117,PRO Act,117,yes,True,False
S001176,Scalise,LA,R,house,01,pro_act_117,PRO Act,117,no,False,False
S001205,Scanlon,PA,D,house,05,pro_act_117,PRO Act,117,yes,True,False
S001145,Schakowsky,IL,D,house,09,pro_act_117,PRO Act,117,yes,True,False
S001150,Schiff,CA,D,house,28,pro_act_117,PRO Act,117,yes,True,False
S001190,Schneider,IL,D,house,10,pro_act_117,PRO Act,117,yes,True,False
S001180,Schrader,OR,D,house,05,pro_act_117,PRO Act,117,yes,True,False
S001216,Schrier,WA,D,house,08,pro_act_117,PRO Act,117,yes,True,False
S001183,Schweikert,AZ,R,house,01,pro_act_117,PRO Act,117,no,False,False
S000185,Scott (VA),VA,D,house,03,pro_act_117,PRO Act,117,yes,True,False
S001189,"Scott, Austin",GA,R,house,08,pro_act_117,PRO Act,117,no,False,False
S001157,"Scott, David",GA,D,house,13,pro_act_117,PRO Act,117,yes,True,False
S000250,Sessions,TX,R,house,17,pro_act_117,PRO Act,117,no,False,False
S001185,Sewell,AL,D,house,07,pro_act_117,PRO Act,117,yes,True,False
S000344,Sherman,CA,D,house,32,pro_act_117,PRO Act,117,yes,True,False
S001207,Sherrill,NJ,D,house,11,pro_act_117,PRO Act,117,yes,True,False
S001148,Simpson,ID,R,house,02,pro_act_117,PRO Act,117,no,False,False
S001165,Sires,NJ,D,house,08,pro_act_117,PRO Act,117,yes,True,False
S001208,Slotkin,MI,D,house,08,pro_act_117,PRO Act,117,yes,True,False
S001195,Smith (MO),MO,R,house,08,pro_act_117,PRO Act,117,no,False,False
S001172,Smith (NE),NE,R,house,03,pro_act_117,PRO Act,117,no,False,False
S000522,Smith (NJ),NJ,R,house,04,pro_act_117,PRO Act,117,yes,True,False
S000510,Smith (WA),WA,D,house,09,pro_act_117,PRO Act,117,yes,True,False
S001199,Smucker,PA,R,house,11,pro_act_117,PRO Act,117,no,False,False
S001200,Soto,FL,D,house,09,pro_act_117,PRO Act,117,yes,True,False
S001209,Spanberger,VA,D,house,07,pro_act_117,PRO Act,117,yes,True,False
S000929,Spartz,IN,R,house,05,pro_act_117,PRO Act,117,no,False,False
S001175,Speier,CA,D,house,14,pro_act_117,PRO Act,117,yes,True,False
S001211,Stanton,AZ,D,house,04,pro_act_117,PRO Act,117,yes,True,False
S001212,Stauber,MN,R,house,08,pro_act_117,PRO Act,117,no,False,False
S001135,Steel,CA,R,house,45,pro_act_117,PRO Act,117,no,False,False
S001196,Stefanik,NY,R,house,21,pro_act_117,PRO Act,117,no,False,False
S001213,Steil,WI,R,house,01,pro_act_117,PRO Act,117,no,False,False
S001214,Steube,FL,R,house,17,pro_act_117,PRO Act,117,no,False,False
S001215,Stevens,MI,D,house,11,pro_act_117,PRO Act,117,yes,True,False
S001192,Stewart,UT,R,house,02,pro_act_117,PRO Act,117,no,False,False
S001187,Stivers,OH,R,house,15,pro_act_117,PRO Act,117,no,False,False
S001159,Strickland,WA,D,house,10,pro_act_117,PRO Act,117,yes,True,False
S001201,Suozzi,NY,D,house,03,pro_act_117,PRO Act,117,yes,True,False
S001193,Swalwell,CA,D,house,14,pro_act_117,PRO Act,117,yes,True,False
T000472,Takano,CA,D,house,39,pro_act_117,PRO Act,117,yes,True,False
T000479,Taylor,TX,R,house,03,pro_act_117,PRO Act,117,no,False,False
T000478,Tenney,NY,R,house,24,pro_act_117,PRO Act,117,no,False,False
T000460,Thompson (CA),CA,D,house,04,pro_act_117,PRO Act,117,yes,True,False
T000193,Thompson (MS),MS,D,house,02,pro_act_117,PRO Act,117,yes,True,False
T000467,Thompson (PA),PA,R,house,15,pro_act_117,PRO Act,117,no,False,False
T000165,Tiffany,WI,R,house,07,pro_act_117,PRO Act,117,not voting,False,True
T000480,Timmons,SC,R,house,04,pro_act_117,PRO Act,117,no,False,False
T000468,Titus,NV,D,house,01,pro_act_117,PRO Act,117,yes,True,False
T000481,Tlaib,MI,D,house,12,pro_act_117,PRO Act,117,yes,True,False
T000469,Tonko,NY,D,house,20,pro_act_117,PRO Act,117,yes,True,False
T000474,Torres (CA),CA,D,house,35,pro_act_117,PRO Act,117,yes,True,False
T000486,Torres (NY),NY,D,house,15,pro_act_117,PRO Act,117,yes,True,False
T000482,Trahan,MA,D,house,03,pro_act_117,PRO Act,117,yes,True,False
T000483,Trone,MD,D,house,06,pro_act_117,PRO Act,117,yes,True,False
T000463,Turner,OH,R,house,10,pro_act_117,PRO Act,117,no,False,False
U000040,Underwood,IL,D,house,14,pro_act_117,PRO Act,117,yes,True,False
U000031,Upton,MI,R,house,06,pro_act_117,PRO Act,117,no,False,False
V000129,Valadao,CA,R,house,22,pro_act_117,PRO Act,117,no,False,False
V000133,Van Drew,NJ,R,house,02,pro_act_117,PRO Act,117,yes,True,False
V000134,Van Duyne,TX,R,house,24,pro_act_117,PRO Act,117,no,False,False
V000130,Vargas,CA,D,house,52,pro_act_117,PRO Act,117,yes,True,False
V000131,Veasey,TX,D,house,33,pro_act_117,PRO Act,117,yes,True,False
V000132,Vela,TX,D,house,34,pro_act_117,PRO Act,117,yes,True,False
V000081,VelÃ¡zquez,NY,D,house,07,pro_act_117,PRO Act,117,yes,True,False
W000812,Wagner,MO,R,house,02,pro_act_117,PRO Act,117,no,False,False
W000798,Walberg,MI,R,house,05,pro_act_117,PRO Act,117,no,False,False
W000813,Walorski,IN,R,house,02,pro_act_117,PRO Act,117,no,False,False
W000823,Waltz,FL,R,house,06,pro_act_117,PRO Act,117,no,False,False
W000797,Wasserman Schultz,FL,D,house,25,pro_act_117,PRO Act,117,yes,True,False
W000187,Waters,CA,D,house,43,pro_act_117,PRO Act,117,yes,True,False
W000822,Watson Coleman,NJ,D,house,12,pro_act_117,PRO Act,117,yes,True,False
W000814,Weber (TX),TX,R,house,14,pro_act_117,PRO Act,117,no,False,False
W000806,Webster (FL),FL,R,house,11,pro_act_117,PRO Act,117,no,False,False
W000800,Welch,VT,D,house,00,pro_act_117,PRO Act,117,yes,True,False
W000815,Wenstrup,OH,R,house,02,pro_act_117,PRO Act,117,no,False,False
W000821,Westerman,AR,R,house,04,pro_act_117,PRO Act,117,no,False,False
W000825,Wexton,VA,D,house,10,pro_act_117,PRO Act,117,yes,True,False
W000826,Wild,PA,D,house,07,pro_act_117,PRO Act,117,yes,True,False
W000788,Williams (GA),GA,D,house,05,pro_act_117,PRO Act,117,yes,True,False
W000816,Williams (TX),TX,R,house,25,pro_act_117,PRO Act,117,no,False,False
W000808,Wilson (FL),FL,D,house,24,pro_act_117,PRO Act,117,yes,True,False
W000795,Wilson (SC),SC,R,house,02,pro_act_117,PRO Act,117,no,False,False
W000804,Wittman,VA,R,house,01,pro_act_117,PRO Act,117,no,False,False
W000809,Womack,AR,R,house,03,pro_act_117,PRO Act,117,no,False,False
Y000062,Yarmuth,KY,D,house,03,pro_act_117,PRO Act,117,yes,True,False
Y000033,Young,AK,R,house,00,pro_act_117,PRO Act,117,yes,True,False
Z000017,Zeldin,NY,R,house,01,pro_act_117,PRO Act,117,no,False,False
S354,Tammy Baldwin,WI,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
S317,John Barrasso,WY,R,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,no,False,False
S330,Michael Bennet,CO,D,senate,,sanders_min_wage_117,Sanders Minimum Wage Amendment,117,yes,True,False
